-0.175655	-0.744453	0.690503
0.394768	0.798127	-0.740383
-0.528945	-0.977215	0.571768
-0.826551	-0.723224	-0.073221
0.222522	-0.633336	-0.673289
0.406813	0.268622	0.001090
-0.328489	0.750690	-0.588748
0.743131	0.135958	0.304012
0.505048	0.607334	-0.477363
0.529378	-0.403443	-0.169584
-0.201766	-0.295715	-0.729012
-0.814778	0.481056	-0.167240
0.229905	-0.124064	-0.934374
0.833012	0.668476	0.240054
0.934723	-0.306334	-0.997600
-0.878378	0.194665	-0.095061
0.054022	0.020096	0.821014
-0.295987	-0.541480	0.558870
0.519790	-0.960163	-0.953489
-0.026312	-0.761137	0.106056
-0.032054	0.187061	-0.718345
-0.865026	-0.383337	-0.081739
-0.991820	-0.740406	-0.197873
-0.182484	-0.689492	0.255021
-0.106639	0.936235	-0.566937
0.491860	0.191178	0.152160
0.523451	-0.751107	-0.319910
0.427129	0.942816	-0.264600
0.017167	-0.405136	-0.057042
0.905201	-0.852753	0.571423
0.119683	-0.159957	0.154134
-0.962216	-0.667340	-0.698894
0.819917	-0.125371	0.381824
0.224610	-0.869136	-0.909409
-0.577476	-0.643893	-0.082197
0.100630	0.723102	0.227404
-0.748952	-0.900283	-0.193559
-0.718465	-0.986566	0.709676
-0.898816	-0.668567	-0.891792
0.841085	-0.532819	-0.994354
-0.744417	-0.082514	-0.504295
-0.810564	0.343776	0.699160
0.290244	0.379157	-0.374940
0.231341	0.692730	0.128529
0.583111	0.252421	-0.429862
0.155141	-0.899716	0.048332
0.333164	-0.350953	0.310551
0.026439	-0.381291	0.966737
-0.012653	0.922715	-0.586242
-0.179973	0.278501	-0.499136
0.627372	-0.639622	-0.811988
0.922422	-0.896554	0.830020
0.446096	0.626803	0.399790
0.561099	-0.987193	0.859371
0.774403	0.465938	0.132925
0.140808	0.149148	-0.439690
-0.559571	0.142964	0.333512
-0.020026	0.162824	-0.525392
-0.883935	-0.372988	-0.880210
0.972492	-0.441457	-0.357052
0.058277	0.557653	-0.379085
0.008323	0.323456	-0.221073
-0.810249	0.779286	0.765666
-0.950403	-0.438837	-0.526226
0.640315	-0.401605	0.277875
-0.095533	0.459270	-0.763122
0.395839	-0.556113	-0.009456
-0.959128	-0.730783	-0.357143
0.611265	0.625909	0.088047
-0.650590	-0.937239	0.497391
-0.139667	-0.615544	-0.097447
-0.434275	0.910691	-0.697771
-0.000309	0.766325	-0.131219
0.522992	-0.930870	0.497775
-0.039518	-0.753806	-0.970495
