0.501184	0.893041	0.056267
0.812163	0.043010	0.152671
-0.534289	-0.403251	-0.434943
-0.882025	-0.638079	0.454238
0.248668	-0.130220	0.833690
0.415588	-0.113061	-0.366482
0.162021	0.948824	0.140044
0.869999	0.256476	0.838982
-0.448331	-0.371707	0.232638
0.012169	0.269813	-0.723297
-0.039661	0.502957	0.943883
0.511170	-0.333901	0.812161
-0.557114	-0.379222	-0.839028
-0.788056	0.685024	0.057348
-0.843551	0.900859	0.916701
-0.808167	-0.548257	0.877238
0.685217	0.670312	0.118310
0.940984	0.899312	0.459767
-0.272928	0.060133	-0.282368
-0.256501	-0.055559	0.196536
0.374013	-0.163695	-0.359055
0.685701	0.600137	0.440547
0.655473	-0.440128	-0.658921
-0.941159	-0.784302	0.531292
0.493698	0.181350	-0.811346
-0.040748	-0.162815	0.225773
-0.615133	-0.184026	0.572921
-0.985294	0.076066	0.075280
-0.625620	0.345570	0.606180
-0.401798	0.711058	0.791735
-0.229881	-0.081219	0.089249
0.362606	0.823849	0.400477
0.538449	-0.266264	-0.783691
0.733545	-0.260057	-0.905806
0.828625	-0.874378	-0.788184
0.970991	0.357325	-0.216932
0.221535	-0.878479	0.933614
-0.064703	0.375598	-0.651097
0.062309	-0.658119	0.518859
0.583249	0.375154	0.688726
0.188045	0.418314	0.156459
0.320122	0.089732	0.590152
0.309952	0.425636	-0.452299
0.035664	0.929588	-0.242868
0.719450	-0.879383	-0.123032
0.214326	-0.614788	0.535467
0.299826	-0.319320	-0.984269
-0.911540	0.772386	0.226350
-0.016162	-0.777747	0.053792
0.135895	-0.416104	0.603675
-0.314521	-0.718867	0.562145
0.807089	-0.375550	0.424709
0.502498	-0.812691	-0.370709
-0.971606	-0.802007	-0.693946
-0.028530	-0.260675	0.753508
0.078819	-0.891003	0.235880
0.790612	0.183634	0.863302
-0.785475	-0.478264	0.921392
-0.681614	-0.636994	0.969092
-0.324689	-0.362107	-0.955412
0.204929	0.899532	-0.433398
0.448956	0.854924	0.128502
-0.273299	-0.363076	-0.416322
0.934629	0.256948	-0.213156
-0.748293	-0.903895	-0.827117
0.690201	0.087829	0.544232
-0.291185	-0.025917	0.279433
0.727908	0.840213	0.111187
0.984341	-0.905885	-0.224249
-0.185747	0.752176	0.199467
-0.718425	0.799003	-0.786437
0.534404	-0.322682	0.096706
0.899514	0.787428	-0.715410
0.579139	0.111058	-0.137256
-0.961773	-0.707272	-0.703960
-0.601439	0.591380	0.510872
-0.487897	0.613078	-0.727550
-0.768114	0.072256	0.823197
0.203170	0.978790	-0.337926
0.233544	0.907301	-0.008906
-0.834449	-0.926109	0.341493
-0.386311	-0.683383	-0.860924
